backgroundImages,endDate,eventUrl,description,listingType,eventAdmin,preProduction,autoAssociateVod,title,tags,lobbyTimeMinutes,unlisted,shortcutName,shortcutNameUrl,linkedVideoId,id,categories,startDate,estimatedAttendees,redirectVod
[],2019-10-22T21:44:00Z,https://cerner.rev.vbrick.com/#/events/8b06f5e0-6deb-43f1-a9f7-33a4e422bda9,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,Github Day,[],15,false,null,null,null,8b06f5e0-6deb-43f1-a9f7-33a4e422bda9,[],2019-10-22T13:00:00Z,0,true
[],2019-10-23T17:00:00Z,https://cerner.rev.vbrick.com/#/events/728f47eb-7d6a-4586-8135-580a232791df,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Corporate Town Hall Broadcast Test - Option 2,[],15,false,null,null,null,728f47eb-7d6a-4586-8135-580a232791df,[],2019-10-23T13:00:00Z,12000,false
[],2019-10-24T19:30:00Z,https://cerner.rev.vbrick.com/#/events/9b87e880-26c2-41c9-a57d-e63082f6b501,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Broadcast Test,[],15,false,null,null,null,9b87e880-26c2-41c9-a57d-e63082f6b501,[],2019-10-24T10:30:00Z,0,false
[],2019-10-24T17:00:00Z,https://cerner.rev.vbrick.com/#/events/a935a986-bd4d-4c96-8861-5ae088b6697f,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Corporate Town Hall Broadcast Test - Option 1,[],15,false,null,null,null,a935a986-bd4d-4c96-8861-5ae088b6697f,[],2019-10-24T13:00:00Z,12000,false
[],2019-10-24T19:15:00Z,https://cerner.rev.vbrick.com/#/events/35bc0845-1be7-4b4f-bc42-bc2d57e6371d,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p><span style=color: #FF0000><strong>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</strong></span></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome (make sure Adobe is up to date), Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;&nbsp;</p>",AllUsers,"{name:Samantha McCullough,id:e297e29e-133b-4d3f-b87d-71bd5406c606,username:sm033486}",null,true,Wellness Class: Exploring Impingement,[],15,false,null,null,6350ec47-9f6b-4e6f-a418-c80ad8c05507,35bc0845-1be7-4b4f-bc42-bc2d57e6371d,[],2019-10-24T17:31:00Z,0,true
[],2019-10-24T20:15:00Z,https://cerner.rev.vbrick.com/#/events/b90e5c64-8741-40a2-be6a-7f9d94c03449,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,Ingredients for a Well-jelled Engineering Team with Brian Cressall,[],15,false,null,null,null,b90e5c64-8741-40a2-be6a-7f9d94c03449,[],2019-10-24T18:31:00Z,0,true
[],2019-10-24T21:15:00Z,https://cerner.rev.vbrick.com/#/events/e43cb5aa-2f04-460f-9762-28b60f6048a7,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Trenton McRae,id:9a6b34ad-671d-40b0-8e8d-a1a07694d0f8,username:tm062095}",null,true,Support Services Town Hall-1,[],15,false,null,null,9d1dc8c5-a4f2-4794-9ee0-1e42ab29988a,e43cb5aa-2f04-460f-9762-28b60f6048a7,[],2019-10-24T18:31:00Z,0,true
[],2019-10-25T12:30:00Z,https://cerner.rev.vbrick.com/#/events/3d01fb4f-0726-47a3-95f9-4ba087e703c8,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,true,India Test Broadcast 2,[],15,false,null,null,null,3d01fb4f-0726-47a3-95f9-4ba087e703c8,[],2019-10-25T04:30:00Z,0,true
[],2019-10-25T16:30:00Z,https://cerner.rev.vbrick.com/#/events/e3a107b2-3b36-4fb6-97ce-5cf1ce215f3c,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,Support Services Town Hall-2,[],15,false,null,null,6ce43048-ad7c-41b6-92e4-5ba224d28a38,e3a107b2-3b36-4fb6-97ce-5cf1ce215f3c,[],2019-10-25T13:31:00Z,0,true
[],2019-10-25T18:29:00Z,https://cerner.rev.vbrick.com/#/events/154241ed-5632-44be-897b-19ff161dbf8e,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,Q4 Premier Town Hall,[],15,false,null,null,null,154241ed-5632-44be-897b-19ff161dbf8e,[],2019-10-25T16:31:00Z,0,true
[],2019-10-25T18:15:00Z,https://cerner.rev.vbrick.com/#/events/e6995c6c-39a5-4ca3-9fbf-de48a39b5b7f,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p><span style=color: #FF0000><strong>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</strong></span></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome (make sure Adobe is up to date), Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;&nbsp;</p>",AllUsers,"{name:Samantha McCullough,id:e297e29e-133b-4d3f-b87d-71bd5406c606,username:sm033486}",null,true,Wellness Class: Strong Moms,[],15,false,null,null,null,e6995c6c-39a5-4ca3-9fbf-de48a39b5b7f,[],2019-10-25T16:31:00Z,0,true
[],2019-10-25T22:00:00Z,https://cerner.rev.vbrick.com/#/events/0ba7fd2d-8ffd-4266-963e-720992551152,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Corporate Town Hall Broadcast Test - Option 2,[],15,false,null,null,null,0ba7fd2d-8ffd-4266-963e-720992551152,[],2019-10-25T17:00:00Z,12000,false
[],2019-10-28T17:00:00Z,https://cerner.rev.vbrick.com/#/events/219edb76-0e62-4a29-b635-f21ebe0336ab,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Corporate Town Hall Broadcast Test - Option 3,[],15,false,null,null,null,219edb76-0e62-4a29-b635-f21ebe0336ab,[],2019-10-28T13:00:00Z,12000,false
[],2019-10-29T08:30:00Z,https://cerner.rev.vbrick.com/#/events/27ccfc9f-e387-470b-9fa3-3c08cfdb1a40,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Broadcast Test 3,[],15,false,null,null,null,27ccfc9f-e387-470b-9fa3-3c08cfdb1a40,[],2019-10-29T03:30:00Z,0,false
[],2019-10-29T13:30:00Z,https://cerner.rev.vbrick.com/#/events/1ca4ed1b-c0d9-4b35-bd29-1ea09be443a8,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Broadcast Test,[],15,false,null,null,null,1ca4ed1b-c0d9-4b35-bd29-1ea09be443a8,[],2019-10-29T12:15:00Z,0,false
[],2019-10-29T14:00:00Z,https://cerner.rev.vbrick.com/#/events/44839f55-5f31-4f73-8342-2324572bde33,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,Test,[],15,false,null,null,1b73dd54-1f52-4d0f-8165-4af01c4c2a05,44839f55-5f31-4f73-8342-2324572bde33,[],2019-10-29T13:30:00Z,0,true
[],2019-10-29T16:30:00Z,https://cerner.rev.vbrick.com/#/events/09f70cc0-de0b-40f2-a45f-e2f5352759e1,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Corporate Town Hall Q4 - 2019,[],15,false,null,null,null,09f70cc0-de0b-40f2-a45f-e2f5352759e1,[],2019-10-29T14:15:00Z,12000,false
[],2019-10-29T17:30:00Z,https://cerner.rev.vbrick.com/#/events/bd309adb-9a20-4b80-af0f-38e7f35af95b,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,Corporate Town Hall Q4 - 2019,[],15,false,null,null,cab25e3b-8081-4d17-b722-6d3648fc28c9,bd309adb-9a20-4b80-af0f-38e7f35af95b,[],2019-10-29T16:30:00Z,0,true
[],2019-10-29T22:30:00Z,https://cerner.rev.vbrick.com/#/events/e888f209-8cad-43af-83ef-98744242da82,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Strategic Growth Town Hall Q4,[],15,false,null,null,null,e888f209-8cad-43af-83ef-98744242da82,[],2019-10-29T17:30:00Z,12000,false
[],2019-10-30T13:00:00Z,https://cerner.rev.vbrick.com/#/events/8ea7bb1f-4644-4609-99b2-52b4fce4c2e5,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,india broadcast test,[],15,false,null,null,null,8ea7bb1f-4644-4609-99b2-52b4fce4c2e5,[],2019-10-30T11:00:00Z,0,false
[],2019-10-31T13:34:00Z,https://cerner.rev.vbrick.com/#/events/3c847c5f-f28f-430a-bb93-fa3f636d2aa9,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India broadcast test,[],15,false,null,null,null,3c847c5f-f28f-430a-bb93-fa3f636d2aa9,[],2019-10-31T10:34:04.287Z,0,false
[],2019-11-04T12:30:00Z,https://cerner.rev.vbrick.com/#/events/03a93c5e-2026-4c7d-9e63-217ead704946,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,true,India Broadcast Test,[],15,false,null,null,null,03a93c5e-2026-4c7d-9e63-217ead704946,[],2019-11-04T06:30:00Z,0,false
[],2019-11-05T12:30:00Z,https://cerner.rev.vbrick.com/#/events/2e94a1db-34c9-4df6-949d-51f53c630353,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Broadcast Test,[],15,false,null,null,null,2e94a1db-34c9-4df6-949d-51f53c630353,[],2019-11-05T08:00:00Z,0,false
[],2019-11-05T23:15:00Z,https://cerner.rev.vbrick.com/#/events/e198f0b0-e8b7-441f-b434-3e23a9c2690f,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,Artifactory Day,[],15,false,null,null,69d0a755-e04f-40f0-b003-ed0c252d2014,e198f0b0-e8b7-441f-b434-3e23a9c2690f,[],2019-11-05T14:31:00Z,0,true
[],2019-11-07T18:15:00Z,https://cerner.rev.vbrick.com/#/events/d9b4d3eb-52e3-4597-978e-65f7e863b7c1,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p><span style=color: #FF0000><strong>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</strong></span></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome (make sure Adobe is up to date), Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;&nbsp;</p>",AllUsers,"{name:Samantha McCullough,id:e297e29e-133b-4d3f-b87d-71bd5406c606,username:sm033486}",null,true,Wellness Class: Living a Healthy Lifestyle w/Pre-Diabetes/Diabetes,[],15,false,null,null,null,d9b4d3eb-52e3-4597-978e-65f7e863b7c1,[],2019-11-07T16:45:00Z,0,true
[],2019-11-08T19:45:00Z,https://cerner.rev.vbrick.com/#/events/d3599740-045e-42e5-b8c5-996909b438ce,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Community Consulting Connect - November,[],15,false,null,null,null,d3599740-045e-42e5-b8c5-996909b438ce,[],2019-11-08T18:45:00Z,3000,false
[],2019-11-12T22:00:00Z,https://cerner.rev.vbrick.com/#/events/c0f83539-7ac5-41c3-a4ea-954eba19b1b2,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,ITWorks Town Hall,[],15,false,null,null,null,c0f83539-7ac5-41c3-a4ea-954eba19b1b2,[],2019-11-12T18:30:00Z,1000,false
[],2019-11-14T16:45:00Z,https://cerner.rev.vbrick.com/#/events/f8f6372b-a821-4e0d-a573-930513d1ecbe,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;<a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p><p><strong>Let’s make tomorrow better!</strong></p><p><strong><em>November 14, 2019</em></strong></p><p><strong><em>Innovations Campus: The Assembly</em></strong></p><p><strong>9:00 am</strong> Keynote Address -&nbsp;<em>Paul Weaver, VP UX and HF Research, Cerner Corp.</em></p><p><strong>9:15 am</strong> “Virtual Reality Applications in Rehabilitation” -&nbsp;</p><p><em>Hannes Devos, PhD, DRS, Assistant Professor</em></p><p><em>Sanghee Moon, PhD, Postdoctoral Fellow</em></p><p><em>Abiodun Akinwuntan, PhD, MPH, MBA, Dean School of Health Professions</em></p><p><em>University of Kansas Medical Center</em></p><p><strong>10:00 am</strong> “Coaching Users Future Technology”</p><p><em>Cerner Labs Team: Jay Vaglio, Senior Design Manager, Cerner Corp.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,"World Usability Day, broadcast 1: Keynote / Virtual Reality / Coaching",[],15,false,null,null,null,f8f6372b-a821-4e0d-a573-930513d1ecbe,[],2019-11-14T14:31:00Z,0,true
[],2019-11-14T20:29:00Z,https://cerner.rev.vbrick.com/#/events/d69466a1-e3ec-48a3-8875-e731c99886a7,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p><p>1:30 pm: <strong>The UX Mindset</strong></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,"World Usability Day, broadcast 2 - The UX Mindset",[],15,false,null,null,null,d69466a1-e3ec-48a3-8875-e731c99886a7,[],2019-11-14T19:01:00Z,0,true
[],2019-11-14T23:30:00Z,https://cerner.rev.vbrick.com/#/events/bc8e33e5-dbac-4dad-a8ae-352c181dac47,"<p><em>For an optimal broadcast experience, we recommend to follow the steps out lined <a href=https://wiki.cerner.com/pages/viewpage.action?pageId=2112728144 rel=noreferrer noopener>here</a>.</em></p><p><em>During the stream, you can comment in the thread at&nbsp;</em><em><a href=https://www.yammer.com/cerner.net/#/threads/inGroup?type=in_group&amp;feedId=6129680384&amp;view=all rel=noreferrer noopener target=_blank>Broadcast at Cerner's Yammer page</a>&nbsp;or contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542) if you need help.</em></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,"World Usability Day, broadcast 3: First Hand, Panel Discussion, Remarks",[],15,false,null,null,null,bc8e33e5-dbac-4dad-a8ae-352c181dac47,[],2019-11-14T20:30:00Z,0,false
[],2019-11-15T17:45:00Z,https://cerner.rev.vbrick.com/#/events/53df5a2f-a29e-4775-9ea3-82f836439381,"<p>REA Auditorium</p>",AllUsers,"{name:Greg Hertfelder,id:2afd06cb-6c72-4f79-8399-1cdd31e87436,username:cergfh}",null,true,leaderCONNECT,[],15,false,null,null,null,53df5a2f-a29e-4775-9ea3-82f836439381,[],2019-11-15T15:31:00Z,0,true
[],2019-11-19T19:50:00Z,https://cerner.rev.vbrick.com/#/events/6b8b5c97-246a-4979-8bbf-ecad7e2f9655,,AllUsers,"{name:Jason Butler,id:6159d69b-f326-4e2d-9387-1958a3aaf6ea,username:jb043638}",null,true,test cerner US Ingest 3B recording,[],15,false,null,null,8075e055-3a8e-4ba5-a602-0f88ab1ffb64,6b8b5c97-246a-4979-8bbf-ecad7e2f9655,[],2019-11-19T18:50:00Z,0,true
[],2019-11-20T10:00:00Z,https://cerner.rev.vbrick.com/#/events/12ac9a42-74f5-4a94-aa0c-27e5318e1d0e,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,true,india broadcast test,[],15,false,null,null,null,12ac9a42-74f5-4a94-aa0c-27e5318e1d0e,[],2019-11-20T07:00:00Z,0,true
[],2019-11-21T12:30:00Z,https://cerner.rev.vbrick.com/#/events/3deecab6-9339-48a8-bbb4-1705e2f1d39c,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Broadcast Test,[],15,false,null,null,null,3deecab6-9339-48a8-bbb4-1705e2f1d39c,[],2019-11-21T03:30:00Z,0,false
[],2019-11-21T20:30:00Z,https://cerner.rev.vbrick.com/#/events/68f0c53c-4ca6-4cb1-8aec-7f6014de877a,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,true,Nav Life Q4,[],15,false,null,null,76e5f02d-462f-429d-854a-2d8faae9f853,68f0c53c-4ca6-4cb1-8aec-7f6014de877a,[],2019-11-21T16:45:00Z,400,true
[],2019-11-21T20:15:00Z,https://cerner.rev.vbrick.com/#/events/2cb4242f-dd0c-4998-a684-56ba8f694bfa,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p><strong>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</strong></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome (make sure Adobe is up to date), Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;&nbsp;</p>",AllUsers,"{name:Samantha McCullough,id:e297e29e-133b-4d3f-b87d-71bd5406c606,username:sm033486}",null,true,Wellness Class: Navigating the MyWellness app from anywhere,[],15,false,null,null,null,2cb4242f-dd0c-4998-a684-56ba8f694bfa,[],2019-11-21T18:45:00Z,0,true
[],2019-11-22T12:30:00Z,https://cerner.rev.vbrick.com/#/events/6439808f-e09e-4716-b6d2-9136044cc1f4,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India broadcast test,[],15,false,null,null,null,6439808f-e09e-4716-b6d2-9136044cc1f4,[],2019-11-22T03:30:00Z,0,false
[],2019-11-25T16:30:00Z,https://cerner.rev.vbrick.com/#/events/322cfe91-36d8-4cb9-91bb-6f1c36c1c599,,AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,India Broadcast Test,[],15,false,null,null,null,322cfe91-36d8-4cb9-91bb-6f1c36c1c599,[],2019-11-25T07:30:00Z,0,false
[],2019-11-25T16:15:00Z,https://cerner.rev.vbrick.com/#/events/a8af6f5a-06e5-435f-98cf-d0272d0509b3,,AllUsers,"{name:Samantha McCullough,id:e297e29e-133b-4d3f-b87d-71bd5406c606,username:sm033486}",null,true,Wellness Class: Managing Stress During the Holidays,[],15,false,null,null,null,a8af6f5a-06e5-435f-98cf-d0272d0509b3,[],2019-11-25T14:31:00Z,0,true
